post_id,thread_id,order,true_primary,true_secondary,pred_primary,pred_secondary
cad_8039,574,"574, 06, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22513,574,"574, 05, 01, 02, 01",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,IdentityDirectedAbuse,NA
cad_8008,574,"574, 04, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26566,574,574-title,Neutral,"""NA""",Neutral,NA
cad_8190,583,"583, 02",Neutral,"""NA""",Neutral,NA
cad_8191,583,"583, 03",Neutral,"""NA""",Neutral,NA
cad_8192,583,"583, 04",Neutral,"""NA""",Neutral,NA
cad_8194,583,"583, 05",Neutral,"""NA""",Neutral,NA
cad_8195,583,"583, 06",Neutral,"""NA""",Neutral,NA
cad_8199,583,"583, 07",Neutral,"""NA""",Neutral,NA
cad_8204,583,"583, 08",Neutral,"""NA""",Neutral,NA
cad_26571,583,583-title,Neutral,"""NA""",Neutral,NA
cad_8203,584,"584, 03",Neutral,"""NA""",Neutral,NA
cad_8206,584,"584, 04",Neutral,"""NA""",Neutral,NA
cad_22545,584,"584, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_22546,584,"584, 02",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,IdentityDirectedAbuse,NA
cad_25987,584,"584, 05",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,PersonDirectedAbuse,NA
cad_25985,584,"584, 02, 01",CounterSpeech,CounterSpeech / identity-directed,Neutral,NA
cad_26572,584,584-title,Neutral,"""NA""",Neutral,NA
cad_20629,584,584-post,IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_8356,592,"592, 01",Neutral,"""NA""",Neutral,NA
cad_22589,592,"592, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_22645,592,"592, 10",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_8409,592,"592, 08",Neutral,"""NA""",Neutral,NA
cad_8404,592,"592, 07",Neutral,"""NA""",Neutral,NA
cad_8367,592,"592, 06",Neutral,"""NA""",Neutral,NA
cad_8426,592,"592, 09",Neutral,"""NA""",Neutral,NA
cad_8363,592,"592, 04",Neutral,"""NA""",Neutral,NA
cad_8360,592,"592, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_8364,592,"592, 05",Neutral,"""NA""",Neutral,NA
cad_8357,592,"592, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8410,592,"592, 08, 01",Neutral,"""NA""",Neutral,NA
cad_8412,592,"592, 07, 01",Neutral,"""NA""",Neutral,NA
cad_8424,592,"592, 08, 02",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_8605,592,"592, 05, 01",Neutral,"""NA""",Neutral,NA
cad_8570,592,"592, 08, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8497,592,"592, 08, 01, 02",Neutral,"""NA""",Neutral,NA
cad_8431,592,"592, 07, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8359,592,"592, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8435,592,"592, 08, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8571,592,"592, 08, 01, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8361,592,"592, 01, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22633,592,"592, 08, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_22634,592,"592, 08, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / dehumanization,AffiliationDirectedAbuse,NA
cad_22635,592,"592, 08, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_22636,592,"592, 08, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / dehumanization,AffiliationDirectedAbuse,NA
cad_26579,592,592-title,Neutral,"""NA""",Neutral,NA
cad_8372,591,"591, 01",Neutral,"""NA""",Neutral,NA
cad_8390,591,"591, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9439,591,"591, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9440,591,"591, 01, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_27371,591,591-title,AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_8447,599,"599, 02",Neutral,"""NA""",Neutral,NA
cad_8588,599,"599, 11",Neutral,"""NA""",Neutral,NA
cad_8535,599,"599, 09",Neutral,"""NA""",Neutral,NA
cad_8508,599,"599, 08",Neutral,"""NA""",Neutral,NA
cad_8493,599,"599, 07",Neutral,"""NA""",Neutral,NA
cad_8583,599,"599, 10",Neutral,"""NA""",Neutral,NA
cad_8476,599,"599, 05",Neutral,"""NA""",Neutral,NA
cad_8487,599,"599, 06",Neutral,"""NA""",Neutral,NA
cad_8468,599,"599, 04",Neutral,"""NA""",Neutral,NA
cad_8458,599,"599, 03",Neutral,"""NA""",Neutral,NA
cad_8478,599,"599, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8646,599,"599, 10, 01",Neutral,"""NA""",Neutral,NA
cad_8638,599,"599, 05, 04",Neutral,"""NA""",Neutral,NA
cad_8636,599,"599, 09, 04",Neutral,"""NA""",Neutral,NA
cad_8629,599,"599, 09, 03",Neutral,"""NA""",Neutral,NA
cad_8618,599,"599, 09, 02",Neutral,"""NA""",Neutral,NA
cad_8595,599,"599, 11, 01",Neutral,"""NA""",Neutral,NA
cad_8500,599,"599, 05, 01",Neutral,"""NA""",Neutral,NA
cad_8504,599,"599, 05, 02",Neutral,"""NA""",Neutral,NA
cad_8555,599,"599, 09, 01",Neutral,"""NA""",Neutral,NA
cad_8524,599,"599, 05, 03",Neutral,"""NA""",Neutral,NA
cad_8606,599,"599, 05, 02, 02",Neutral,"""NA""",Neutral,NA
cad_8649,599,"599, 09, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8538,599,"599, 05, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8600,599,"599, 05, 01, 03",Neutral,"""NA""",Neutral,NA
cad_8601,599,"599, 05, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8507,599,"599, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8514,599,"599, 05, 01, 02",Neutral,"""NA""",Neutral,NA
cad_8612,599,"599, 11, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8566,599,"599, 05, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8611,599,"599, 05, 02, 03, 02",Neutral,"""NA""",Neutral,NA
cad_8604,599,"599, 05, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8602,599,"599, 05, 01, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8532,599,"599, 05, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8586,599,"599, 05, 02, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8613,599,"599, 11, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26586,599,599-title,Neutral,"""NA""",Neutral,NA
cad_8678,607,"607, 02",Neutral,"""NA""",Neutral,NA
cad_8680,607,"607, 03",Neutral,"""NA""",Neutral,NA
cad_8690,607,"607, 04",Neutral,"""NA""",Neutral,NA
cad_8761,607,"607, 05",Neutral,"""NA""",Neutral,NA
cad_8692,607,"607, 04, 01",Neutral,"""NA""",Neutral,NA
cad_8693,607,"607, 04, 02",Neutral,"""NA""",Neutral,NA
cad_8707,607,"607, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8713,607,"607, 04, 03",Neutral,"""NA""",Neutral,NA
cad_8762,607,"607, 05, 01",Neutral,"""NA""",Neutral,NA
cad_8715,607,"607, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8716,607,"607, 04, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8717,607,"607, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8718,607,"607, 04, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8726,607,"607, 04, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22643,607,"607, 04, 02, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,PersonDirectedAbuse,NA
cad_26594,607,607-title,Neutral,"""NA""",Neutral,NA
cad_8806,609,"609, 01",Neutral,"""NA""",Neutral,NA
cad_9096,609,"609, 17",Neutral,"""NA""",Neutral,NA
cad_8947,609,"609, 16",Neutral,"""NA""",Neutral,NA
cad_8916,609,"609, 14",Neutral,"""NA""",Neutral,NA
cad_8908,609,"609, 13",Neutral,"""NA""",Neutral,NA
cad_8857,609,"609, 12",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_8848,609,"609, 11",Neutral,"""NA""",Neutral,NA
cad_22668,609,"609, 15",Neutral,"""NA""",Neutral,NA
cad_8845,609,"609, 10",Neutral,"""NA""",Neutral,NA
cad_8842,609,"609, 08",Neutral,"""NA""",Neutral,NA
cad_8839,609,"609, 07",Neutral,"""NA""",Neutral,NA
cad_8834,609,"609, 06",Neutral,"""NA""",Neutral,NA
cad_8823,609,"609, 05",Neutral,"""NA""",Neutral,NA
cad_8816,609,"609, 04",Neutral,"""NA""",Neutral,NA
cad_8814,609,"609, 03",Neutral,"""NA""",Neutral,NA
cad_8811,609,"609, 02",Neutral,"""NA""",Neutral,NA
cad_8844,609,"609, 09",Neutral,"""NA""",Neutral,NA
cad_8891,609,"609, 09, 02",Neutral,"""NA""",Neutral,NA
cad_8931,609,"609, 11, 01",Neutral,"""NA""",Neutral,NA
cad_26596,609,609-title,Neutral,"""NA""",Neutral,NA
cad_8919,617,"617, 01",Neutral,"""NA""",Neutral,NA
cad_8957,617,"617, 02",Neutral,"""NA""",Neutral,NA
cad_8974,617,"617, 03",Neutral,"""NA""",Neutral,NA
cad_8980,617,"617, 04",Neutral,"""NA""",Neutral,NA
cad_22735,617,"617, 01, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_22736,617,"617, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_9287,617,"617, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26604,617,617-title,Neutral,"""NA""",Neutral,NA
cad_8926,618,"618, 01",Neutral,"""NA""",Neutral,NA
cad_22675,618,"618, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_22676,618,"618, 03",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_8983,618,"618, 08",Neutral,"""NA""",Neutral,NA
cad_8961,618,"618, 07",Neutral,"""NA""",Neutral,NA
cad_8959,618,"618, 06",Neutral,"""NA""",Neutral,NA
cad_8956,618,"618, 05",Neutral,"""NA""",Neutral,NA
cad_9099,618,"618, 11",Neutral,"""NA""",Neutral,NA
cad_22691,618,"618, 09",Neutral,"""NA""",Neutral,NA
cad_8943,618,"618, 02",Neutral,"""NA""",Neutral,NA
cad_22707,618,"618, 10",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_8954,618,"618, 04",Neutral,"""NA""",Neutral,NA
cad_22682,618,"618, 07, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_9080,618,"618, 09, 01",Neutral,"""NA""",Neutral,NA
cad_9275,618,"618, 07, 03",Neutral,"""NA""",Neutral,NA
cad_9044,618,"618, 07, 02",Neutral,"""NA""",Neutral,NA
cad_8927,618,"618, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8992,618,"618, 02, 02",Neutral,"""NA""",PersonDirectedAbuse,NA
cad_8989,618,"618, 06, 01",Neutral,"""NA""",Neutral,NA
cad_22677,618,"618, 02, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_9101,618,"618, 10, 01",Neutral,"""NA""",Neutral,NA
cad_22681,618,"618, 07, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_22708,618,"618, 09, 02",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,Neutral,NA
cad_9282,618,"618, 07, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9113,618,"618, 02, 02, 03",Neutral,"""NA""",Neutral,NA
cad_22678,618,"618, 02, 01, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_9067,618,"618, 02, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9090,618,"618, 07, 01, 01",Neutral,"""NA""",Neutral,NA
cad_8930,618,"618, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9045,618,"618, 07, 02, 01",Neutral,"""NA""",Neutral,NA
cad_8934,618,"618, 01, 01, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_8948,618,"618, 01, 01, 03",Neutral,"""NA""",Neutral,NA
cad_8999,618,"618, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_9091,618,"618, 02, 02, 02",Neutral,"""NA""",Neutral,NA
cad_22705,618,"618, 02, 02, 02, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_8952,618,"618, 01, 01, 03, 01",Neutral,"""NA""",Neutral,NA
cad_8972,618,"618, 01, 01, 03, 02",Neutral,"""NA""",Neutral,NA
cad_8976,618,"618, 01, 01, 01, 03",Neutral,"""NA""",Neutral,NA
cad_9009,618,"618, 02, 02, 01, 01",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_22672,618,"618, 01, 01, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,IdentityDirectedAbuse,NA
cad_9289,618,"618, 07, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26068,618,"618, 02, 01, 01, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_8958,618,"618, 01, 01, 01, 02",Neutral,"""NA""",Neutral,NA
cad_26605,618,618-title,Neutral,"""NA""",Neutral,NA
cad_9079,622,"622, 01",Neutral,"""NA""",Neutral,NA
cad_22710,622,"622, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_9149,622,"622, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22715,622,"622, 01, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_26608,622,622-title,Neutral,"""NA""",Neutral,NA
cad_9120,627,"627, 02",Neutral,"""NA""",Neutral,NA
cad_9121,627,"627, 03",Neutral,"""NA""",Neutral,NA
cad_26613,627,627-title,Neutral,"""NA""",Neutral,NA
cad_9135,629,"629, 01",Neutral,"""NA""",Neutral,NA
cad_9142,629,"629, 02",Neutral,"""NA""",Neutral,NA
cad_9152,629,"629, 03",Neutral,"""NA""",Neutral,NA
cad_9228,629,"629, 04",Neutral,"""NA""",Neutral,NA
cad_9146,629,"629, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9232,629,"629, 04, 01",Neutral,"""NA""",Neutral,NA
cad_9264,629,"629, 04, 01, 01",Neutral,"""NA""",Slur,NA
cad_9268,629,"629, 04, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9288,629,"629, 04, 01, 01, 02",Neutral,"""NA""",Neutral,NA
cad_26615,629,629-title,Neutral,"""NA""",Neutral,NA
cad_9189,631,"631, 01",Neutral,"""NA""",Neutral,NA
cad_9225,631,"631, 03",Neutral,"""NA""",Neutral,NA
cad_22724,631,"631, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / threatening language,AffiliationDirectedAbuse,NA
cad_9194,631,"631, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9286,631,"631, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9304,631,"631, 01, 02",Neutral,"""NA""",Neutral,NA
cad_22725,631,"631, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_22741,631,"631, 01, 01, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,Neutral,NA
cad_22742,631,"631, 01, 01, 01, 01",CounterSpeech,CounterSpeech / identity-directed,IdentityDirectedAbuse,NA
cad_27374,631,631-title,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_9205,635,"635, 02",Neutral,"""NA""",Neutral,NA
cad_9360,635,"635, 17",Neutral,"""NA""",Neutral,NA
cad_9345,635,"635, 16",Neutral,"""NA""",Neutral,NA
cad_9331,635,"635, 14",Neutral,"""NA""",Neutral,NA
cad_9321,635,"635, 13",Neutral,"""NA""",Neutral,NA
cad_9311,635,"635, 12",Neutral,"""NA""",Neutral,NA
cad_9306,635,"635, 11",Neutral,"""NA""",Neutral,NA
cad_22748,635,"635, 15",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_9293,635,"635, 09",Neutral,"""NA""",Neutral,NA
cad_9260,635,"635, 08",Neutral,"""NA""",Neutral,NA
cad_9298,635,"635, 10",Neutral,"""NA""",Neutral,NA
cad_9220,635,"635, 04",Neutral,"""NA""",Neutral,NA
cad_9237,635,"635, 07",Neutral,"""NA""",Neutral,NA
cad_9224,635,"635, 05",Neutral,"""NA""",Neutral,NA
cad_9209,635,"635, 03",Neutral,"""NA""",Neutral,NA
cad_9226,635,"635, 06",Neutral,"""NA""",Neutral,NA
cad_9312,635,"635, 12, 01",Neutral,"""NA""",Neutral,NA
cad_9211,635,"635, 03, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_9303,635,"635, 02, 02",Neutral,"""NA""",Neutral,NA
cad_9217,635,"635, 03, 02",Neutral,"""NA""",Neutral,NA
cad_9227,635,"635, 03, 03",Neutral,"""NA""",Neutral,NA
cad_9236,635,"635, 04, 01",Neutral,"""NA""",Neutral,NA
cad_22739,635,"635, 05, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_9242,635,"635, 04, 02",Neutral,"""NA""",Neutral,NA
cad_9207,635,"635, 02, 01",Neutral,"""NA""",Neutral,NA
cad_9317,635,"635, 02, 03",Neutral,"""NA""",Neutral,NA
cad_22732,635,"635, 02, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,Neutral,NA
cad_22733,635,"635, 04, 02, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_22743,635,"635, 02, 02, 01",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,Neutral,NA
cad_22744,635,"635, 02, 04, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_9240,635,"635, 03, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9314,635,"635, 03, 02, 01",Neutral,"""NA""",Neutral,NA
cad_9313,635,"635, 12, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9281,635,"635, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9254,635,"635, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9308,635,"635, 02, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9305,635,"635, 02, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9279,635,"635, 04, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9269,635,"635, 03, 03, 01, 03",Neutral,"""NA""",Neutral,NA
cad_9250,635,"635, 03, 03, 01, 02",Neutral,"""NA""",Neutral,NA
cad_9245,635,"635, 03, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9316,635,"635, 12, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26619,635,635-title,Neutral,"""NA""",Neutral,NA
cad_9208,632,"632, 01",Neutral,"""NA""",Neutral,NA
cad_9398,632,"632, 03",Neutral,"""NA""",Neutral,NA
cad_22737,632,"632, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,PersonDirectedAbuse,NA
cad_26616,632,632-title,Neutral,"""NA""",Neutral,NA
cad_9239,637,"637, 02",Neutral,"""NA""",Neutral,NA
cad_22731,637,"637, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_9251,637,"637, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9261,637,"637, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22734,637,"637, 03, 01, 01, 01",CounterSpeech,CounterSpeech / identity-directed,Neutral,NA
cad_26621,637,637-title,Neutral,"""NA""",Neutral,NA
cad_9325,642,"642, 01",Neutral,"""NA""",Neutral,NA
cad_9330,642,"642, 02",Neutral,"""NA""",Neutral,NA
cad_9356,642,"642, 03",Neutral,"""NA""",Neutral,NA
cad_9367,642,"642, 04",Neutral,"""NA""",Neutral,NA
cad_9392,642,"642, 05",Neutral,"""NA""",Neutral,NA
cad_9338,642,"642, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26624,642,642-title,Neutral,"""NA""",Neutral,NA
cad_9362,646,"646, 02",Neutral,"""NA""",Neutral,NA
cad_9404,646,"646, 03",Neutral,"""NA""",Neutral,NA
cad_9420,646,"646, 04",Neutral,"""NA""",Neutral,NA
cad_27376,646,646-title,AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_9364,647,"647, 02",Neutral,"""NA""",Neutral,NA
cad_26628,647,647-title,Neutral,"""NA""",Neutral,NA
cad_9366,648,"648, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_22760,648,"648, 06",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_9377,648,"648, 04",Neutral,"""NA""",Neutral,NA
cad_9380,648,"648, 05",Neutral,"""NA""",Neutral,NA
cad_9369,648,"648, 03",Neutral,"""NA""",Neutral,NA
cad_9368,648,"648, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_9371,648,"648, 03, 02",Neutral,"""NA""",Neutral,NA
cad_9372,648,"648, 03, 03",Neutral,"""NA""",Neutral,NA
cad_22749,648,"648, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_22750,648,"648, 01, 02",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,Neutral,NA
cad_9370,648,"648, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9375,648,"648, 01, 02, 01",Neutral,"""NA""",Neutral,NA
cad_9379,648,"648, 01, 01, 01",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_9393,648,"648, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22753,648,"648, 03, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_22754,648,"648, 03, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_22755,648,"648, 03, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_22751,648,"648, 01, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_22752,648,"648, 01, 01, 01, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_26629,648,648-title,Neutral,"""NA""",Neutral,NA
cad_9384,651,"651, 01",Neutral,"""NA""",Neutral,NA
cad_9421,651,"651, 10",Neutral,"""NA""",Neutral,NA
cad_9411,651,"651, 09",Neutral,"""NA""",Neutral,NA
cad_9402,651,"651, 08",Neutral,"""NA""",Neutral,NA
cad_9390,651,"651, 06",Neutral,"""NA""",Neutral,NA
cad_9401,651,"651, 07",Neutral,"""NA""",PersonDirectedAbuse,NA
cad_9388,651,"651, 04",Neutral,"""NA""",Neutral,NA
cad_9387,651,"651, 03",Neutral,"""NA""",Neutral,NA
cad_9385,651,"651, 02",Neutral,"""NA""",Neutral,NA
cad_9389,651,"651, 05",Neutral,"""NA""",Neutral,NA
cad_9394,651,"651, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9395,651,"651, 05, 01",Neutral,"""NA""",Neutral,NA
cad_9396,651,"651, 05, 02",Neutral,"""NA""",Neutral,NA
cad_22756,651,"651, 02, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_9412,651,"651, 02, 02",Neutral,"""NA""",Neutral,NA
cad_9433,651,"651, 09, 01",Neutral,"""NA""",Neutral,NA
cad_9400,651,"651, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9403,651,"651, 05, 01, 02",Neutral,"""NA""",Neutral,NA
cad_9410,651,"651, 05, 01, 03",Neutral,"""NA""",Neutral,NA
cad_9413,651,"651, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_9414,651,"651, 05, 01, 02, 01",Neutral,"""NA""",Neutral,NA
cad_26632,651,651-title,Neutral,"""NA""",Neutral,NA
cad_22766,656,"656, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_9427,656,"656, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9485,656,"656, 01, 02",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_9428,656,"656, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_9429,656,"656, 01, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_27377,656,656-title,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_20631,656,656-post,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_9450,658,"658, 02",Neutral,"""NA""",Neutral,NA
cad_25998,658,"658, 03",AffiliationDirectedAbuse,AffiliationDirectedAbuse / threatening language,AffiliationDirectedAbuse,NA
cad_26638,658,658-title,Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_9470,660,"660, 02",Neutral,"""NA""",Neutral,NA
cad_22770,660,"660, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,Slur,NA
cad_22771,660,"660, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Slur,NA
cad_22782,660,"660, 03",Neutral,"""NA""",Neutral,NA
cad_22781,660,"660, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_27378,660,660-title,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_9472,662,"662, 02",Neutral,"""NA""",Neutral,NA
cad_9473,662,"662, 02, 01",Neutral,"""NA""",Neutral,NA
cad_26641,662,662-title,Neutral,"""NA""",Neutral,NA
cad_9486,665,"665, 01",Neutral,"""NA""",Neutral,NA
cad_9599,665,"665, 08",Neutral,"""NA""",Neutral,NA
cad_9507,665,"665, 06",Neutral,"""NA""",Neutral,NA
cad_9505,665,"665, 05",Neutral,"""NA""",Neutral,NA
cad_9526,665,"665, 07",Neutral,"""NA""",Neutral,NA
cad_9498,665,"665, 03",Neutral,"""NA""",Neutral,NA
cad_9492,665,"665, 02",Neutral,"""NA""",Neutral,NA
cad_9500,665,"665, 04",Neutral,"""NA""",Neutral,NA
cad_9501,665,"665, 01, 02",Neutral,"""NA""",Neutral,NA
cad_9518,665,"665, 04, 01",Neutral,"""NA""",Neutral,NA
cad_22785,665,"665, 07, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_9557,665,"665, 03, 01",Neutral,"""NA""",Neutral,NA
cad_9591,665,"665, 03, 02",Neutral,"""NA""",Neutral,NA
cad_9489,665,"665, 01, 01",Neutral,"""NA""",Neutral,NA
